"asv","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25","track26","track27","track28","track29","track30","track31","track32","track33","track34","track35","track36","track37","track38","track39","track40","track41","track42","track43","track44","track45","track46","track47","track48","track49","track50","track51","track52","track53","track54","track55","track56","track57","track58","track59","track60","track61","track62","track63","track64","track65","track66","track67","track68","track69","track70","track71","track72","track73","track74","track75","track76","track77","track78","track79","track80","track81","track82","track83","track84","track85","track86","track87","track88","track89","track90","track91","track92","track93","track94","track95","track96","track97","track98","track99","track100","track101","track102","track103","track104","track105","track106","track107","track108","track109","track110","track111","track112","track113","track114","track115","track116","track117","track118","track119","track120","track121","track122","track123","track124","track125","track126","track127","track128","track129","track130","track131","track132","track133","track134","track135","track136","track137","track138","track139","track140","track141","track142","track143","track144","track145","track146","track147","track148","track149","track150","track151","track152","track153","track154","track155","track156","track157","track158","track159","track160","track161","track162","track163","track164","track165","track166","track167","track168","track169","track170","track171","track172","track173","track174","track175","track176","track177","track178","track179","track180","track181","track182","track183","track184","track185","track186","track187","track188","track189","track190","track191","track192","track193","track194","track195","track196","track197","track198","track199","track200","track201","track202","track203","track204","track205","track206","track207","track208","track209","track210","track211","track212","track213","track214","track215","track216","track217","track218","track219","track220","track221","track222","track223","track224","track225","track226","track227","track228","track229","track230","track231","track232","track233","track234","track235","track236","track237","track238","track239","track240","track241","track242","track243","track244","track245","track246","track247","track248","track249","track250"
"asv23",55,55,55,55,0,115,115,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,55,55,0,115,115,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,143,143,143,0,181,181,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,143,143,143,0,181,181,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,181,181,0,208,208,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,181,181,0,208,208,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,186,186,186,0,206,206,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,186,186,186,0,206,206,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,198,198,0,220,220,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,198,198,0,220,220,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv24",69,69,69,69,0,87,87,87,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,69,69,0,87,87,87,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,102,102,0,113,113,113,113,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,102,102,0,113,113,113,113,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,121,121,0,127,127,127,127,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,121,121,0,127,127,127,127,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,123,123,123,0,122,122,122,122,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,123,123,123,0,122,122,122,122,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,130,0,134,134,134,134,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,130,0,134,134,134,134,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv25",70,70,70,70,0,135,135,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,70,70,0,135,135,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,228,228,228,0,314,314,314,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,228,228,228,0,314,314,314,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,295,295,295,0,298,298,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,295,295,295,0,298,298,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,330,330,330,0,305,305,305,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,330,330,330,0,305,305,305,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,308,308,308,0,322,322,322,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,308,308,308,0,322,322,322,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv26",49,49,49,49,0,56,56,56,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,0,56,56,56,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,0,68,68,68,68,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,0,68,68,68,68,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,0,77,77,77,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,0,77,77,77,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,0,72,72,72,72,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,0,72,72,72,72,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,0,79,79,79,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,0,79,79,79,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv27",64,64,64,64,0,77,77,77,77,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,0,77,77,77,77,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,0,90,90,90,90,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,0,90,90,90,90,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,94,94,0,97,97,97,97,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,94,94,0,97,97,97,97,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,98,0,97,97,97,97,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,98,0,97,97,97,97,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,101,101,0,100,100,100,100,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,101,101,0,100,100,100,100,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv28",36,36,36,36,0,43,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,36,0,43,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,47,47,0,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,47,47,0,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,57,57,0,58,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,57,57,0,58,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,54,54,0,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,54,54,0,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,0,59,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,0,59,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv29",36,36,36,36,0,39,39,39,39,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,36,36,36,36,0,39,39,39,39,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,44,44,44,44,0,44,44,44,44,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,44,44,44,44,0,44,44,44,44,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,55,55,55,55,0,57,57,57,57,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,55,55,55,55,0,57,57,57,57,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,52,52,52,52,0,50,50,50,50,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,52,52,52,52,0,50,50,50,50,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,59,59,59,59,0,58,58,58,58,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,59,59,59,59,0,58,58,58,58,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0
"asv30",29,29,29,29,0,43,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,0,43,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65,0,74,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65,0,74,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,0,69,69,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,0,69,69,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,0,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,0,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv31",70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,88,88,88,88,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,2,2,0,88,88,88,88,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,2,2,0,88,88,88,88,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,2,2,2,2,0,88,88,88,88,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,2,2,2,2,0,98,98,98,98,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2,0,98,98,98,98,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2,0
"asv32",24,24,24,24,0,27,27,27,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,0,27,27,27,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv33",30,30,30,30,0,42,42,42,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,42,42,42,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,38,38,0,50,50,50,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,38,38,0,50,50,50,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44,44,0,55,55,55,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44,44,0,55,55,55,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44,44,0,52,52,52,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44,44,0,52,52,52,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,46,46,0,55,55,55,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,46,46,0,55,55,55,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv34",18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv35",21,21,21,21,0,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,0,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,0,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,0,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44,44,0,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44,44,0,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44,44,0,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44,44,0,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,46,46,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,46,46,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv36",13,13,13,13,0,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,0,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv37",8,8,0,8,0,0,2,11,15,0,6,12,12,6,0,0,0,13,13,0,15,0,0,24,7,0,0,8,8,0,4,2,9,2,0,8,18,12,18,0,0,2,13,2,0,26,0,21,4,7,0,9,9,9,0,12,29,0,0,0,22,0,19,15,0,24,21,0,0,0,0,6,4,0,0,9,9,9,9,0,0,0,21,21,0,7,22,15,4,0,0,15,6,19,0,0,6,0,41,0,0,0,9,9,0,4,6,10,0,0,16,0,54,4,0,22,0,48,0,0,16,6,3,26,0,68,14,0,9,0,22,2,22,0,0,7,10,16,10,0,0,20,16,0,0,22,3,0,6,0,17,17,32,17,0,22,0,0,6,0,44,13,0,16,0,23,5,21,23,0,18,2,0,16,7,7,10,17,10,0,5,7,6,0,0,11,29,16,23,0,0,0,2,6,0,10,41,0,22,9,77,17,0,10,0,4,0,6,0,0,21,0,13,7,0,0,29,4,22,3,6,11,16,3,7,10,0,7,0,0,2,0,5,77,0,16,16,5,11,0,51,16,0,0,3,0,22,6,0,7
"asv38",14,14,14,14,0,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,0,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,0,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,0,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,0,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,0,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv39",4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv40",3,3,3,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv41",3,3,3,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv42",7,7,7,7,0,5,10,9,7,8,5,5,5,5,0,2,2,2,2,0,3,3,3,3,0,7,7,7,7,0,5,10,7,9,8,5,5,5,5,0,2,2,2,2,0,3,3,3,3,0,8,8,5,8,0,6,6,8,4,8,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,8,8,8,8,0,6,6,6,6,8,0,0,0,0,0,0,0,1,0,0,4,4,4,4,0,19,19,19,19,0,9,6,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,2295,0,6,6,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,20,20,20,0,4,4,4,4,8,0,0,0,1,0,4,5,5,4,0,3,3,3,3,0,18,20,20,18,0,4,4,4,4,8,0,0,0,0,0,4,4,4,5,0,3,3,3,3,0,21,21,17,21,0,6,6,6,6,8,0,0,0,0,0,4,4,5,4,0,3,0,0,0,0,21,21,21,21,0,6,6,6,6,8,0,0,0,0,0,5,4,5,4,0,3,3,0,0,0
"asv43",2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv44",2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv45",1,1,1,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv46",0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,10,4,0,4,0,6,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,10,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,4,0,0,0,0,7,4,0,4,3,0,0,0
"asv47",0,0,0,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,0,0,0,244,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,1622,0,297,0,0,0,0,0,0,309,310,0,0,310,0,0,0,0,1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729,0,0,0,0,1765,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,2048,0,0,0,0,21,0,0,0,0,0,327,0,0,1815,0,0,0,0,0,0,0,0,0,0,0,1691,0,0,1691,189,0,0,0,1720,0,1758,0,0,0,0,0,0,0,0,987,0,1682,0,0,0,0,0,309,0,0,0,0,0,0,0,315,0,0,0,0,0,0,1792,0,0,0,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823,0,0,0,0,0,0,1769,0,0,0,1782,0,0,2124,1801,0,0,0,0,0,0,327,0,0,0,0,0,0
"asv48",0,0,0,1,0,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
